9/24/2012 23:03,C,12
9/25/2012 0:03,C,11.5
9/25/2012 1:03,C,11
9/25/2012 2:03,C,10.5
9/25/2012 3:03,C,10.5
9/25/2012 4:03,C,10
9/25/2012 5:03,C,9.5
9/25/2012 6:03,C,9.5
9/25/2012 7:03,C,9.5
9/25/2012 8:03,C,9.5
9/25/2012 9:03,C,9.5
9/25/2012 10:03,C,10.5
9/25/2012 11:03,C,12
9/25/2012 12:03,C,13.5
9/25/2012 13:03,C,15
9/25/2012 14:03,C,16
9/25/2012 15:03,C,16.5
9/25/2012 16:03,C,17
9/25/2012 17:03,C,17
9/25/2012 18:03,C,17
9/25/2012 19:03,C,17
9/25/2012 20:03,C,16.5
9/25/2012 21:03,C,16
9/25/2012 22:03,C,15.5
9/25/2012 23:03,C,15
9/26/2012 0:03,C,15
9/26/2012 1:03,C,15
9/26/2012 2:03,C,15
9/26/2012 3:03,C,15
9/26/2012 4:03,C,15
9/26/2012 5:03,C,15
9/26/2012 6:03,C,15
9/26/2012 7:03,C,15
9/26/2012 8:03,C,15
9/26/2012 9:03,C,15
9/26/2012 10:03,C,15.5
9/26/2012 11:03,C,15.5
9/26/2012 12:03,C,16
9/26/2012 13:03,C,16.5
9/26/2012 14:03,C,16.5
9/26/2012 15:03,C,17
9/26/2012 16:03,C,17
9/26/2012 17:03,C,17.5
9/26/2012 18:03,C,17.5
9/26/2012 19:03,C,17
9/26/2012 20:03,C,16
9/26/2012 21:03,C,15.5
9/26/2012 22:03,C,14.5
9/26/2012 23:03,C,14
9/27/2012 0:03,C,14
9/27/2012 1:03,C,13.5
9/27/2012 2:03,C,13
9/27/2012 3:03,C,12.5
9/27/2012 4:03,C,12
9/27/2012 5:03,C,12
9/27/2012 6:03,C,11.5
9/27/2012 7:03,C,11.5
9/27/2012 8:03,C,11.5
9/27/2012 9:03,C,12
9/27/2012 10:03,C,13
9/27/2012 11:03,C,14
9/27/2012 12:03,C,15.5
9/27/2012 13:03,C,16.5
9/27/2012 14:03,C,18
9/27/2012 15:03,C,19
9/27/2012 16:03,C,19.5
9/27/2012 17:03,C,19
9/27/2012 18:03,C,18.5
9/27/2012 19:03,C,17.5
9/27/2012 20:03,C,16.5
9/27/2012 21:03,C,16
9/27/2012 22:03,C,15.5
9/27/2012 23:03,C,15
9/28/2012 0:03,C,14.5
9/28/2012 1:03,C,14
9/28/2012 2:03,C,13.5
9/28/2012 3:03,C,13.5
9/28/2012 4:03,C,13
9/28/2012 5:03,C,13
9/28/2012 6:03,C,12.5
9/28/2012 7:03,C,12.5
9/28/2012 8:03,C,12.5
9/28/2012 9:03,C,13
9/28/2012 10:03,C,13.5
9/28/2012 11:03,C,14.5
9/28/2012 12:03,C,16
9/28/2012 13:03,C,17.5
9/28/2012 14:03,C,18.5
9/28/2012 15:03,C,19.5
9/28/2012 16:03,C,20
9/28/2012 17:03,C,20
9/28/2012 18:03,C,19.5
9/28/2012 19:03,C,19
9/28/2012 20:03,C,18
9/28/2012 21:03,C,17.5
9/28/2012 22:03,C,16.5
9/28/2012 23:03,C,16.5
9/29/2012 0:03,C,16
9/29/2012 1:03,C,15.5
9/29/2012 2:03,C,15
9/29/2012 3:03,C,14.5
9/29/2012 4:03,C,14
9/29/2012 5:03,C,13.5
9/29/2012 6:03,C,13
9/29/2012 7:03,C,12.5
9/29/2012 8:03,C,12.5
9/29/2012 9:03,C,12.5
